cod_cli;dat_ag;num_vac_ag;tipo_vac_ag;obs_ag;ok_ag;indice
1017;2020-10-17;"1         ";FELINA RONVAC;SEM OBSERVAÇÕES;"S         ";6
2017;2020-10-28;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";7
2018;2020-10-28;"2         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";70
2019;2020-10-29;"3         ";V12 - NACIONAL;LEVAR CARTEIRINHA;"S         ";190
2021;2020-11-04;"1         ";RAIVA - NACIONAL;SEM OBSERVAÇÕES;"S         ";5
2016;2020-11-16;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";4
2019;2020-11-19;"3         ";V12 - NACIONAL;SEM OBSERVAÇÕES;"S         ";2
2017;2020-11-24;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";1
2018;2020-11-25;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";11
2027;2020-11-30;"1         ";ANTICION;SEM OBSERVAÇÕES;"S         ";199
2022;2020-12-04;"2         ";RAIVA - NACIONAL;LEVAR CARTEIRINHA;"S         ";8
2016;2020-12-07;"1         ";RAIVA - IMPORTADA;SEM OBSERVAÇÕES;"S         ";9
2030;2020-12-07;"2         ";V8 - IMPORTADA;REFORÇO ANUAL;"S         ";139
2031;2020-12-09;"2         ";RAIVA - NACIONAL;SEM OBSERVAÇÕES;"S         ";13
2033;2020-12-10;"2         ";V8 - IMPORTADA;LEVAR CARTEIRINHA;"S         ";14
2025;2020-12-12;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";10
2030;2020-12-14;"2         ";RAIVA - IMPORTADA;REFORÇO ANUAL;"S         ";141
2017;2020-12-16;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";191
2034;2020-12-17;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";16
2019;2020-12-19;"3         ";V12 - NACIONAL;SEM OBSERVAÇÕES;"S         ";200
2035;2020-12-22;"2         ";RAIVA - IMPORTADA;SEM OBSERVAÇÕES;"S         ";68
2035;2020-12-22;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";69
2036;2020-12-22;"3         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";71
2036;2020-12-26;"3         ";RAIVA - IMPORTADA;SEM OBSERVAÇÕES;"S         ";18
2037;2021-01-06;"3         ";V12 - NACIONAL;SEM OBSERVAÇÕES;"S         ";21
2034;2021-01-07;"1         ";V8 - IMPORTADA;LEVAR CARTEIRINHA (COLAR 1 DOSE);"S         ";17
2019;2021-01-09;"3         ";V12 - NACIONAL;SEM OBSERVAÇÕES;"NF        ";204
2034;2021-01-27;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"NF        ";22
2038;2021-01-27;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";23
2039;2021-01-30;"3         ";RAIVA - NACIONAL;REFORCO ANUAL;"S         ";206
2040;2021-02-03;"2         ";V3 GATO - NACIONAL;REFORÇO ANUAL;"S         ";192
2038;2021-02-04;"1         ";RAIVA - IMPORTADA;LEVAR CARTEIRINHA;"S         ";24
2018;2021-02-04;"2         ";RAIVA - IMPORTADA;10HRS;"S         ";25
2041;2021-02-06;"2         ";V3 GATO - IMPORTADA;SEM OBSERVAÇÕES;"S         ";142
2041;2021-02-06;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";143
2042;2021-02-08;"1         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";207
2040;2021-02-10;"2         ";RAIVA GATO - NACIONAL;REFORCO ANUAL;"S         ";193
2041;2021-02-13;"2         ";RAIVA GATO - IMPORTADA;SEM OBSERVAÇÕES;"S         ";144
2041;2021-02-13;"1         ";RAIVA - IMPORTADA;LEVAR CARTEIRINHA;"S         ";145
2043;2021-02-25;"1         ";V12 - NACIONAL;REFORCO;"S         ";29
2018;2021-02-27;"1         ";RAIVA - IMPORTADA;REFORÇO;"S         ";27
2043;2021-03-04;"1         ";RAIVA - NACIONAL;REFORÇO;"S         ";30
2044;2021-03-15;"2         ";V3 GATO - IMPORTADA;SEM OBSERVAÇÕES;"S         ";28
2044;2021-03-15;"4         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";31
2045;2021-04-09;"1         ";V8 - IMPORTADA;3 DOSE;"S         ";32
2046;2021-04-19;"2         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";33
2029;2021-05-04;"1         ";ANTICION;SEM OBSERVAÇÕES;"NF        ";12
2028;2021-05-04;"1         ";ANTICION;SEM OBSERVAÇÕES;"S         ";67
3058;2021-05-08;"1         ";V12 - NACIONAL;REFORCO;"S         ";74
3049;2021-06-05;"1         ";V8 - IMPORTADA;"TENTAR CONTATO ";"S         ";39
3054;2021-06-18;"2         ";V8 - IMPORTADA;1 DOSE;"S         ";41
3050;2021-06-18;"1         ";V8 - IMPORTADA;3 DOSE;"S         ";72
3046;2021-06-19;"2         ";RAIVA - NACIONAL;SEM OBSERVAÇÕES;"S         ";34
3055;2021-06-21;"2         ";RAIVA GATO - NACIONAL;REFORCO;"NF        ";43
3052;2021-06-23;"1         ";V3 GATO - NACIONAL;CONFIRMAR SE É 3 OU 4 DOSE;"S         ";40
3048;2021-06-24;"1         ";V8 - IMPORTADA;VERIFICAR INF. NOVIBAC;"NF        ";35
2041;2021-06-25;"1         ";V12 - NACIONAL;1 DOSE (PG);"S         ";48
3049;2021-06-26;"1         ";RAIVA - NACIONAL;REFORCO;"S         ";44
3047;2021-06-30;"1         ";V8 - IMPORTADA;3 DOSE (PG);"S         ";36
3058;2021-07-03;"1         ";RAIVA - NACIONAL;REFORCO;"S         ";52
3056;2021-07-05;"2         ";V8 - IMPORTADA;REFORCO ANUAL;"S         ";50
3059;2021-07-06;"1         ";V12 - NACIONAL;REFORCO (NINA);"S         ";212
3060;2021-07-06;"1         ";V12 - NACIONAL;1 DOSE;"S         ";213
2045;2021-07-08;"1         ";RAIVA - NACIONAL;SEM OBSERVAÇÕES;"S         ";53
3054;2021-07-09;"2         ";V8 - IMPORTADA;2 DOSE;"S         ";42
3050;2021-07-10;"1         ";RAIVA - IMPORTADA;FOCINHEIRA;"S         ";45
3047;2021-07-15;"1         ";V8 - IMPORTADA;4 DOSE (NAO PAGA);"NF        ";37
3052;2021-07-15;"1         ";RAIVA - NACIONAL;SEM OBSERVAÇÕES;"S         ";47
2041;2021-07-16;"1         ";V12 - NACIONAL;2 DOSE (PG);"S         ";49
3056;2021-07-19;"2         ";RAIVA - NACIONAL;FALTA PAGAR 22,50 DA APLICACAO;"S         ";51
3062;2021-07-27;"1         ";ANTICION;SEM OBSERVAÇÕES;"S         ";208
2041;2021-07-28;"1         ";V3 GATO - NACIONAL;LIGAR PARA AGENDAR;"S         ";54
3054;2021-07-30;"2         ";V8 - IMPORTADA;3 DOSE;"S         ";215
3047;2021-08-05;"1         ";RAIVA - IMPORTADA;NAO PAGO;"NF        ";38
3060;2021-08-06;"1         ";V12 - NACIONAL;2 DOSE;"S         ";214
2041;2021-08-06;"1         ";V12 - NACIONAL;3 DOSE (PG);"S         ";216
3067;2021-08-10;"2         ";V12 - NACIONAL;REFORCO ANUAL;"S         ";76
3068;2021-08-10;"1         ";V12 - NACIONAL;1 DOSE (LEVAR CARTEIRINHA);"S         ";77
3064;2021-08-10;"1         ";V8 - IMPORTADA;"CONFIRMAR ";"S         ";210
3060;2021-08-23;"1         ";V12 - NACIONAL;3 DOSE;"S         ";57
3063;2021-08-23;"1         ";V12 - NACIONAL;2 DOSE;"NF        ";211
2041;2021-08-25;"1         ";V3 GATO - NACIONAL;09:30HR! 2 DOSE PG (298767);"S         ";56
3069;2021-08-30;"1         ";V3 GATO - NACIONAL;PEDIDO 300036 (PG);"S         ";61
3054;2021-08-31;"2         ";V12 - NACIONAL;4 DOSE - 3913-7720 ELIZANGELA;"S         ";78
2041;2021-08-31;"1         ";RAIVA CAO - NACIONAL;PAGO;"S         ";79
3068;2021-08-31;"1         ";V12 - NACIONAL;2 DOSE;"S         ";217
3071;2021-09-01;"1         ";V12 - NACIONAL;1 DOSE;"S         ";64
3064;2021-09-09;"1         ";V8 - IMPORTADA;LIGAR CONFIRMANDO;"S         ";58
3072;2021-09-09;"1         ";MEDICAMENTOS;1/3;"S         ";82
3072;2021-09-10;"1         ";MEDICAMENTOS;2/3;"S         ";83
3067;2021-09-10;"2         ";RAIVA CAO - NACIONAL;;"S         ";218
3072;2021-09-11;"1         ";MEDICAMENTOS;3/3;"S         ";84
3060;2021-09-13;"1         ";V12 - NACIONAL;4 DOSE;"S         ";60
3069;2021-09-14;"1         ";RAIVA GATO - NACIONAL;LIGAR CASO NAO PASSAR AQUI;"S         ";62
2041;2021-09-15;"1         ";V3 GATO - NACIONAL;3 DOSE PG (298767);"S         ";80
3073;2021-09-18;"2         ";RAIVA CAO - IMPORTADA;1 CAO / 1 GATO - RAIVA IMPORTADA;"S         ";85
3068;2021-09-21;"1         ";V12 - NACIONAL;3 DOSE;"S         ";81
3054;2021-09-22;"2         ";RAIVA CAO - IMPORTADA;;"S         ";63
3071;2021-09-22;"1         ";V12 - NACIONAL;2 DOSE;"NF        ";86
3070;2021-09-27;"2         ";V3 GATO - NACIONAL;1 E 2 DOSE;"S         ";87
3060;2021-10-04;"1         ";RAIVA CAO - NACIONAL;ULTIMA DOSE;"S         ";89
3069;2021-10-05;"1         ";RAIVA GATO - NACIONAL;ULTIMA DOSE;"S         ";90
2041;2021-10-06;"1         ";RAIVA GATO - NACIONAL;ULTIMA DOSE PG 298767;"S         ";91
2021;2021-10-14;"1         ";V12 - NACIONAL;REFORÇO ANUAL;"NF        ";3
3081;2021-10-15;"2         ";RAIVA GATO - IMPORTADA;PG - 9HRS;"S         ";96
3083;2021-10-16;"1         ";V12 - NACIONAL;3 DOSE;"S         ";101
2023;2021-10-16;"2         ";OUTROS...;;"S         ";103
3077;2021-10-19;"1         ";RAIVA CAO - IMPORTADA;ENTRE 16 E 18H - PG;"S         ";94
3070;2021-10-20;"2         ";V3 GATO - NACIONAL;3 DOSE;"S         ";220
3079;2021-10-21;"3         ";RAIVA CAO - NACIONAL;PG - MANHA;"S         ";95
3075;2021-10-21;"1         ";V8 - IMPORTADA;3 DOSE? LIGAR CONFIRMANDO;"S         ";221
3068;2021-10-22;"1         ";RAIVA CAO - NACIONAL;4 DOSE;"S         ";222
3082;2021-10-26;"1         ";RAIVA GATO - NACIONAL;REFORCO ANUAL;"S         ";97
2018;2021-10-28;"2         ";V8 - IMPORTADA;SEM OBSERVAÇÕES;"S         ";136
3080;2021-11-05;"1         ";V8 - IMPORTADA;3 DOSE;"S         ";219
3083;2021-11-06;"1         ";V12 - NACIONAL;4 DOSE;"NF        ";102
2026;2021-11-09;"1         ";V12 - NACIONAL;REFORCO ANUAL;"NF        ";137
3075;2021-11-11;"1         ";V8 - IMPORTADA;3 DOSE;"S         ";106
3070;2021-11-11;"1         ";RAIVA GATO - NACIONAL;ULTIMA DOSE;"S         ";147
3068;2021-11-12;"1         ";RAIVA CAO - NACIONAL;ULTIMA DOSE;"NF        ";107
3085;2021-11-12;"2         ";V8 - IMPORTADA;2 DOSE;"S         ";148
2022;2021-11-13;"2         ";V12 - NACIONAL;REFORÇO ANUAL;"S         ";201
3082;2021-11-22;"1         ";V3 GATO - NACIONAL;3 DOSE;"S         ";108
2018;2021-11-25;"1         ";V8 - IMPORTADA;REFORCO ANUAL;"NF        ";66
3080;2021-11-26;"1         ";V8 - IMPORTADA;4 DS;"S         ";109
3086;2021-11-26;"1         ";V8 - IMPORTADA;2 DOSE;"NF        ";229
2026;2021-11-28;"1         ";RAIVA - NACIONAL;REFORCO ANUAL;"S         ";138
3075;2021-12-02;"1         ";V8 - IMPORTADA;4 DS;"S         ";110
3070;2021-12-02;"1         ";V3 GATO - NACIONAL;1 DS;"S         ";149
3087;2021-12-04;"01        ";RAIVA CAO - IMPORTADA;AS 09:30;"S         ";117
2030;2021-12-07;"2         ";V8 - IMPORTADA;REFORÇO ANUAL;"NF        ";140
2022;2021-12-08;"2         ";RAIVA - NACIONAL;REFORÇO ANUAL;"NF        ";202
3085;2021-12-09;"01        ";V8 - IMPORTADA;01 RAIVA TAMBEM;"NF        ";111
3085;2021-12-09;"01        ";V8 - IMPORTADA;;"NF        ";112
3085;2021-12-09;"          ";;;"NF        ";113
2031;2021-12-10;"2         ";RAIVA - NACIONAL;REFORÇO ANUAL;"S         ";203
3091;2021-12-13;"02        ";RAIVA CAO - IMPORTADA;AS 17 LIGAR;"S         ";223
3082;2021-12-14;"01        ";V3 GATO - NACIONAL;LIGAR ANTES;"S         ";114
2017;2021-12-16;"1         ";V8 - IMPORTADA;REFORCO ANUAL;"NF        ";15
3094;2021-12-17;"01        ";V12 - NACIONAL;LIGAR;"S         ";150
2019;2021-12-19;"3         ";V12 - NACIONAL;REFORÇO ANUAL;"S         ";205
2036;2021-12-22;"3         ";V8 - IMPORTADA;REFORCO ANUAL;"S         ";19
3070;2021-12-22;"01        ";V3 GATO - NACIONAL;LIGAR;"S         ";122
2022;2021-12-23;"01        ";RAIVA CAO - IMPORTADA;;"NF        ";123
3075;2021-12-23;"01        ";V8 - IMPORTADA;LIGAR;"S         ";127
3096;2021-12-23;"01        ";RAIVA GATO - IMPORTADA;AS 17:00;"S         ";132
2019;2021-12-23;"03        ";RAIVA CAO - NACIONAL;16:30;"S         ";151
2036;2021-12-27;"3         ";RAIVA - IMPORTADA;REFORCO ANUAL;"S         ";20
3061;2021-12-27;"1         ";ANTICION;SEM OBSERVAÇÕES;"S         ";55
3062;2021-12-27;"1         ";ANTICION;SEM OBSERVAÇÕES;"NF        ";209
3093;2021-12-30;"01        ";V12 - NACIONAL;LIGAR;"S         ";128
3095;2022-01-03;"01        ";V12 - NACIONAL;AVISAR ELE;"S         ";129
3070;2022-01-12;"01        ";RAIVA GATO - NACIONAL;MANDAR MSG;"S         ";135
3103;2022-01-17;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"S         ";168
3102;2022-01-17;"02        ";RAIVA GATO - NACIONAL;REFORÇO 09:30;"NF        ";233
2023;2022-01-18;"2         ";V8 - IMPORTADA;;"S         ";187
3093;2022-01-20;"01        ";V12 - NACIONAL;3° DOSE;"S         ";159
3098;2022-01-20;"03        ";V12 - NACIONAL;3° DOSE;"S         ";160
3099;2022-01-20;"01        ";V8 - IMPORTADA;3° DOSE MANDAR MSG AS 17:30;"S         ";161
4107;2022-01-21;"02        ";RAIVA CAO - NACIONAL;REFORÇO;"S         ";175
3095;2022-01-24;"01        ";V12 - NACIONAL;LIGAR AVISANDO;"S         ";162
3102;2022-01-24;"02        ";RAIVA GATO - NACIONAL;REFORÇO;"NF        ";176
2018;2022-01-24;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"NF        ";183
3100;2022-01-26;"01        ";RAIVA GATO - NACIONAL;01 RAIVA NACIONAL GATO;"S         ";163
3107;2022-01-26;"01        ";V8 - IMPORTADA;2° DOSE;"S         ";173
3100;2022-01-26;"01        ";V3 GATO - NACIONAL;01 RAIVA NACIONAL GATO;"S         ";231
3091;2022-01-28;"01        ";V8 - IMPORTADA;2° DOSE 17:00;"S         ";164
2039;2022-01-31;"02        ";RAIVA CAO - NACIONAL;REFORÇO;"NF        ";166
3102;2022-01-31;"02        ";RAIVA GATO - IMPORTADA;REFORÇO;"NF        ";181
3105;2022-02-02;"01        ";V4 GATO - IMPORTADA;2° DOSE APOS AS 15:00;"NF        ";170
2018;2022-02-04;"02        ";RAIVA - IMPORTADA;SEM OBSERVAÇÕES;"S         ";26
2018;2022-02-04;"01        ";RAIVA CAO - NACIONAL;REFORÇO;"S         ";196
2018;2022-02-04;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";234
3101;2022-02-07;"02        ";RAIVA CAO - NACIONAL;;"S         ";189
3102;2022-02-07;"02        ";RAIVA GATO - IMPORTADA;;"NF        ";198
4108;2022-02-09;"01        ";V12 - NACIONAL;3° DOSE;"NF        ";178
3105;2022-02-09;"01        ";V4 GATO - IMPORTADA;AS 15:00 LEVAR VERMIFUGO;"S         ";240
3093;2022-02-10;"01        ";V12 - NACIONAL;4° DOSE;"S         ";179
3082;2022-02-10;"02        ";V3 GATO - NACIONAL;2° DOSE;"S         ";180
3093;2022-02-10;"02        ";V3 GATO - NACIONAL;2° DOSE;"S         ";225
3099;2022-02-10;"01        ";V8 - IMPORTADA;4° DOSE;"S         ";235
3093;2022-02-10;"01        ";V12 - NACIONAL;MSG;"S         ";242
2030;2022-02-14;"02        ";V8 - IMPORTADA;REFORÇO;"S         ";252
3107;2022-02-16;"01        ";V8 - IMPORTADA;3° DOSE;"NF        ";184
3100;2022-02-16;"01        ";RAIVA GATO - NACIONAL;LIGAR;"S         ";185
3095;2022-02-17;"01        ";V12 - NACIONAL;4° DOSE;"NF        ";236
3091;2022-02-18;"01        ";V8 - IMPORTADA;AS 17:00;"S         ";188
2030;2022-02-21;"02        ";RAIVA CAO - IMPORTADA;LEVAR CARTERINHA REFORÇO;"S         ";251
3098;2022-02-22;"02        ";V12 - NACIONAL;2° E 3° DOSE;"S         ";130
4111;2022-02-22;"01        ";V12 - NACIONAL;3° DOSE M MSG;"S         ";237
4112;2022-02-22;"01        ";V8 - IMPORTADA;4° DOSE M MSG;"S         ";238
4108;2022-03-02;"01        ";V12 - NACIONAL;;"S         ";244
3105;2022-03-02;"01        ";V3 GATO - NACIONAL;;"S         ";245
4112;2022-03-02;"01        ";RAIVA CAO - IMPORTADA;;"S         ";266
3093;2022-03-03;"01        ";RAIVA CAO - NACIONAL;;"S         ";246
3082;2022-03-03;"02        ";V3 GATO - NACIONAL;3° DOSE;"NF        ";247
3099;2022-03-03;"01        ";RAIVA GATO - IMPORTADA;M MSG;"S         ";248
4118;2022-03-05;"02        ";RAIVA GATO - IMPORTADA;REFORÇO 08:30;"S         ";269
4115;2022-03-07;"01        ";V8 - IMPORTADA;2° DOSE;"S         ";253
4116;2022-03-09;"01        ";V12 - NACIONAL;2° DOSE;"S         ";254
3091;2022-03-09;"01        ";V8 - IMPORTADA;4° DOSE;"S         ";256
4108;2022-03-09;"01        ";RAIVA CAO - NACIONAL;;"S         ";271
3082;2022-03-09;"02        ";V3 GATO - NACIONAL;LIGAR ATRASADA;"NF        ";281
3070;2022-03-14;"01        ";V3 GATO - NACIONAL;;"S         ";262
3070;2022-03-14;"01        ";V12 - NACIONAL;1° DOSE;"S         ";277
3098;2022-03-15;"01        ";V12 - NACIONAL;01 RAIVA;"S         ";263
4111;2022-03-15;"01        ";V12 - NACIONAL;4° DOSE;"S         ";264
4117;2022-03-19;"02        ";V12 - NACIONAL;2° DOSE;"S         ";268
3070;2022-03-22;"01        ";OUTROS...;VERMIFUGO DRONTAL;"S         ";276
4115;2022-03-28;"01        ";V8 - IMPORTADA;3° DOSE;"S         ";278
4116;2022-03-30;"1         ";V12 - NACIONAL;3° DOSE;"S         ";284
4117;2022-04-02;"03        ";V12 - NACIONAL;;"S         ";1288
3070;2022-04-04;"01        ";V3 GATO - NACIONAL;;"S         ";285
3070;2022-04-04;"01        ";V12 - NACIONAL;2°DOSE;"S         ";286
3082;2022-04-04;"02        ";RAIVA GATO - NACIONAL;;"S         ";287
4111;2022-04-05;"01        ";RAIVA CAO - NACIONAL;;"S         ";288
3098;2022-04-05;"01        ";V12 - NACIONAL;;"S         ";289
3105;2022-04-06;"01        ";RAIVA GATO - NACIONAL;LEVAR VERMIFUGO;"S         ";274
3091;2022-04-07;"01        ";RAIVA CAO - IMPORTADA;LIGAR;"S         ";279
3098;2022-04-11;"01        ";RAIVA CAO - NACIONAL;;"S         ";1295
4121;2022-04-11;"01        ";V12 - NACIONAL;1°DOSE;"S         ";1302
4120;2022-04-12;"01        ";V8 - IMPORTADA;2° DOSE;"S         ";1291
3105;2022-04-12;"01        ";V3 GATO - NACIONAL;1° LEVAR CARTERINHA E VERMIFUFO;"S         ";1300
4124;2022-04-16;"02        ";V8 - IMPORTADA;REFORÇO;"S         ";1313
4115;2022-04-18;"01        ";V8 - IMPORTADA;4° DOSE;"S         ";1292
4116;2022-04-20;"01        ";V12 - NACIONAL;4° DOSE;"S         ";1293
4117;2022-04-23;"03        ";V12 - NACIONAL;4° E 3° DOSE;"S         ";1294
4109;2022-04-25;"01        ";ANTICION;REFORÇO;"S         ";182
3070;2022-04-25;"01        ";RAIVA GATO - NACIONAL;;"S         ";1296
3070;2022-04-25;"01        ";V12 - NACIONAL;3 DOSE;"S         ";1297
4116;2022-04-27;"01        ";RAIVA CAO - NACIONAL;1° DOSE;"S         ";1319
3097;2022-04-29;"01        ";ANTICION;LIGAR GATO;"S         ";158
3088;2022-04-30;"01        ";ANTICION;LIGAR;"S         ";120
3089;2022-05-01;"01        ";ANTICION;LIGAR;"N         ";121
4121;2022-05-02;"01        ";V12 - NACIONAL;2° DOSE;"NF        ";1309
3105;2022-05-03;"01        ";V3 GATO - NACIONAL;2° DOSE;"NF        ";1311
4120;2022-05-04;"01        ";V8 - IMPORTADA;3° DOSE;"NF        ";1312
4127;2022-05-05;"02        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";1332
3090;2022-05-06;"01        ";ANTICION;;"NF        ";125
4125;2022-05-09;"01        ";V8 - IMPORTADA;2°DOSE;"NF        ";1315
2028;2022-05-10;"01        ";ANTICION;LIGAR;"S         ";169
4126;2022-05-10;"01        ";V12 - NACIONAL;2° DOSE;"NF        ";1317
4129;2022-05-11;"01        ";V4 GATO - IMPORTADA;REFORÇO;"NF        ";1337
3046;2022-05-14;"2         ";V12 - NACIONAL;REFORCO ANUAL;"S         ";46
4117;2022-05-14;"02        ";RAIVA CAO - NACIONAL;4° DOSE VENCOMAX DA PEQUENA;"S         ";1320
3046;2022-05-14;"02        ";V8 - IMPORTADA;REFORÇO;"S         ";1335
3070;2022-05-16;"01        ";V12 - NACIONAL;4° DOSE;"S         ";1323
4129;2022-05-18;"01        ";RAIVA GATO - IMPORTADA;REFORÇO;"NF        ";1338
3070;2022-05-23;"01        ";RAIVA CAO - NACIONAL;;"S         ";1343
3105;2022-05-25;"01        ";V4 GATO - IMPORTADA;;"S         ";1340
4132;2022-06-08;"01        ";V8 - IMPORTADA;1° DOSE AS 08:30;"S         ";1354
4130;2022-06-15;"01        ";V12 - NACIONAL;2°DOSE;"S         ";1349
4131;2022-06-17;"01        ";V12 - NACIONAL;2 DOSE;"S         ";1352
3105;2022-06-17;"01        ";V4 GATO - IMPORTADA;2 DOSE;"S         ";1353
3046;2022-06-18;"2         ";RAIVA - NACIONAL;REFORCO ANUAL;"NF        ";73
3070;2022-06-20;"01        ";OUTROS...;VERMIFUGO;"S         ";1290
4132;2022-06-29;"01        ";V8 - IMPORTADA;2° DOSE;"S         ";1358
4139;2022-07-04;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"NF        ";1372
4130;2022-07-08;"01        ";V12 - NACIONAL;3° DOSE;"S         ";1361
3105;2022-07-08;"01        ";V4 GATO - IMPORTADA;2° DOSE;"S         ";1362
4131;2022-07-08;"01        ";V12 - NACIONAL;3° DOSE;"S         ";1363
4137;2022-07-15;"01        ";V12 - NACIONAL;2 DOSE;"S         ";1367
4125;2022-07-18;"01        ";RAIVA CAO - IMPORTADA;;"S         ";1383
4143;2022-07-18;"01        ";ANTICION;;"S         ";1386
4143;2022-07-18;"          ";;;"S         ";1387
4143;2022-07-18;"01        ";ANTICION;AS 16:00;"S         ";1388
3056;2022-07-19;"2         ";RAIVA - NACIONAL;REFORÇO;"NF        ";75
4132;2022-07-20;"01        ";V8 - IMPORTADA;3° DOSE;"S         ";1368
4130;2022-07-28;"01        ";V12 - NACIONAL;4 DOSE;"S         ";1377
4131;2022-07-28;"01        ";V12 - NACIONAL;4 DOSE;"S         ";1378
4142;2022-07-29;"01        ";V4 GATO - IMPORTADA;2 DOSE;"S         ";1381
4123;2022-07-30;"01        ";V12 - NACIONAL;REFORÇO;"NF        ";1307
4131;2022-08-03;"01        ";RAIVA CAO - NACIONAL;;"S         ";1404
4139;2022-08-04;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"NF        ";1373
3097;2022-08-05;"02        ";ANTICION;;"NF        ";1329
3105;2022-08-05;"01        ";V4 GATO - IMPORTADA;;"S         ";1379
4137;2022-08-05;"01        ";V12 - NACIONAL;4 DOSE;"S         ";1385
3105;2022-08-05;"02        ";MEDICAMENTOS;VERMIFUGO 1/2 COMP CADA;"S         ";1396
4130;2022-08-05;"01        ";RAIVA CAO - NACIONAL;;"S         ";1400
3089;2022-08-08;"01        ";ANTICION;REFORÇO;"N         ";1303
3061;2022-08-08;"01        ";ANTICION;REFORÇO;"S         ";1304
3056;2022-08-08;"02        ";RAIVA CAO - NACIONAL;;"S         ";1391
4125;2022-08-08;"02        ";V8 - IMPORTADA;REFORÇO OS DOI PEQUENOS;"NF        ";1393
4125;2022-08-08;"02        ";RAIVA CAO - IMPORTADA;OS DOIS PEQUENO;"NF        ";1407
4146;2022-08-09;"02        ";RAIVA GATO - NACIONAL;MANDAR MSG;"NF        ";1408
3067;2022-08-10;"2         ";V12 - NACIONAL;REFORCO ANUAL;"S         ";59
4132;2022-08-10;"01        ";V8 - IMPORTADA;4° DOSE;"S         ";1394
4137;2022-08-10;"01        ";RAIVA CAO - NACIONAL;;"S         ";1413
3097;2022-08-10;"02        ";ANTICION;;"NF        ";1419
4147;2022-08-13;"5         ";RAIVA CAO - IMPORTADA;;"S         ";1417
4146;2022-08-16;"02        ";V3 GATO - NACIONAL;LEVAR CARTEIRA;"NF        ";1420
4132;2022-08-17;"01        ";RAIVA CAO - IMPORTADA;;"S         ";1423
4144;2022-08-18;"01        ";V8 - IMPORTADA;2 DOSE RECADO LUIS GALDI 16;"S         ";1401
4142;2022-08-19;"01        ";V4 GATO - IMPORTADA;3 DOSE;"S         ";1405
3097;2022-08-22;"02        ";ANTICION;;"NF        ";1426
2046;2022-08-22;"01        ";RAIVA CAO - IMPORTADA;REFORÇO;"S         ";1432
4109;2022-08-23;"01        ";ANTICION;;"NF        ";1321
3105;2022-08-23;"01        ";MEDICAMENTOS;1,5 VERMIFUGO;"S         ";1421
3088;2022-08-25;"01        ";ANTICION;;"S         ";1330
4142;2022-08-29;"01        ";RAIVA GATO - IMPORTADA;;"S         ";1438
4150;2022-08-29;"01        ";RAIVA CAO - NACIONAL;;"S         ";1443
4146;2022-08-30;"02        ";V3 GATO - NACIONAL;;"NF        ";1428
2022;2022-08-31;"1         ";RAIVA CAO - NACIONAL;REFORCO ANUAL;"S         ";146
4144;2022-09-09;"01        ";V8 - IMPORTADA;3 DOSE;"S         ";1435
3067;2022-09-15;"2         ";RAIVA CAO - NACIONAL;REFORCO ANUAL;"S         ";88
3070;2022-09-16;"01        ";OUTROS...;VERMIFUGO;"NF        ";1365
3073;2022-09-19;"2         ";RAIVA CAO - IMPORTADA;1 GATO E 1 CAO;"S         ";92
4151;2022-09-19;"01        ";V8 - IMPORTADA;4 DOSE;"S         ";1445
4152;2022-09-20;"01        ";V4 GATO - IMPORTADA;2 DOSE;"NF        ";1448
4152;2022-09-20;"01        ";V8 - IMPORTADA;2 DOSE;"NF        ";1451
3054;2022-09-22;"2         ";RAIVA CAO - IMPORTADA;REFORCO ANUAL;"NF        ";93
3074;2022-09-22;"1         ";V12 - NACIONAL;REFORCO ANUAL;"S         ";99
4151;2022-09-23;"01        ";V8 - IMPORTADA;01 RAIVA IMPORTADA;"S         ";1466
4156;2022-09-23;"02        ";RAIVA GATO - NACIONAL;1 DOSE;"NF        ";1467
